elastic-san-same-zone,1,task,user,system,elapsed,parallelism
managed-disk-local-storage-premium-ssd-lrs,2,"DD read, 10MB over 1000 files",0.00100000000000122,0.00499999999999989,2.03899999999999,2
managed-disk-local-storage-premium-ssd-lrs,2,"DD read, 10MB over 1000 files",2.57500000000001,3.72199999999999,2.29899999999998,4
managed-disk-local-storage-premium-ssd-lrs,2,"DD read, 10MB over 1000 files",6.76499999999999,10.691,3.30599999999998,8
managed-disk-local-storage-premium-ssd-lrs,2,"DD read, 10MB over 1000 files",15.508,23.097,6.11500000000001,16
managed-disk-local-storage-premium-ssd-lrs,2,"FST random reads, 100MB over 10*10MB reads",0.305999999999997,0.0700000000000003,0.0519999999999641,NA
managed-disk-local-storage-premium-ssd-lrs,2,"FST random reads, 100MB over 100*1MB reads",0.445,0.0419999999999998,0.0680000000000405,NA
managed-disk-local-storage-premium-ssd-lrs,2,"FST random reads, 100MB over 1000*100KB reads",0.250999999999998,0.0630000000000002,0.16700000000003,NA
managed-disk-local-storage-premium-ssd-lrs,2,"FST random reads, 100MB over 10000*10KB reads",0.334,0.188,0.613999999999976,NA
managed-disk-local-storage-premium-ssd-lrs,2,Read 14 days of CRAN logs with fread,60.821,2.389,32.803,NA
managed-disk-local-storage-premium-ssd-lrs,2,Sample 5000 rows from each of 14 CRAN logs with vroom,23.456,4.341,15.38,NA
managed-disk-local-storage-premium-ssd-lrs,3,task,user,system,elapsed,parallelism
managed-disk-local-storage-premium-ssd-lrs,3,Install MASS,6.983,3.224,7.004,NA
managed-disk-local-storage-premium-ssd-lrs,3,Install lattice,8.661,3.142,8.59,NA
managed-disk-local-storage-premium-ssd-lrs,3,Install BH,9.481,4.235,12.588,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Write CSV, 10KB",0.00100000000000033,0,0.0869999999999962,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Write CSV, 1MB",0.004,0.001,0.00600000000000023,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Write CSV, 100MB",0.553,0.032,0.149999999999999,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Write CSV, 1GB",5.316,0.282,1.406,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Read CSV, 10KB",0.00200000000000067,0,0.00300000000000011,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Read CSV, 1MB",0.00200000000000067,0.00100000000000011,0.00400000000000489,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Read CSV, 100MB",0.144,0.0259999999999998,0.0790000000000006,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Read CSV, 1GB",1.549,0.236,1.095,NA
managed-disk-local-storage-premium-ssd-lrs,3,"DD write, 1GB",0.000999999999999446,0.545000000000001,12.075,2
managed-disk-local-storage-premium-ssd-lrs,3,"DD write, 1GB",0.00899999999999856,1.625,28.463,4
managed-disk-local-storage-premium-ssd-lrs,3,"DD write, 1GB",0.0279999999999987,4.22,53.013,8
managed-disk-local-storage-premium-ssd-lrs,3,"DD write, 1GB",0.0700000000000003,9.812,104.907,16
managed-disk-local-storage-premium-ssd-lrs,3,"DD read, 1GB",0,0.004,2.32800000000003,2
managed-disk-local-storage-premium-ssd-lrs,3,"DD read, 1GB",0.00799999999999912,0.818999999999999,5.16999999999996,4
managed-disk-local-storage-premium-ssd-lrs,3,"DD read, 1GB",0.0310000000000006,4.026,10.374,8
managed-disk-local-storage-premium-ssd-lrs,3,"DD read, 1GB",0.0470000000000006,8.147,20.869,16
managed-disk-local-storage-premium-ssd-lrs,3,"Write CSV, 100MB over 10 files",0.856,0.0740000000000001,0.274000000000001,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Read CSV, 100MB over 10 files",0.258000000000001,0.0230000000000001,0.0900000000000318,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Write CSV, 100MB over 100 files",0.657,0.0350000000000001,0.694999999999993,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Read CSV, 100MB over 100 files",0.211,0.0250000000000001,0.27600000000001,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Write CSV, 100MB over 1000 files",0.693,0.0580000000000001,0.755999999999972,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Read CSV, 100MB over 1000 files",0.489000000000001,0.0859999999999999,0.716000000000008,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Write CSV, 100MB over 10000 files",1.69,0.285,1.99199999999996,NA
managed-disk-local-storage-premium-ssd-lrs,3,"Read CSV, 100MB over 10000 files",3.248,0.571,4.56200000000001,NA
managed-disk-local-storage-premium-ssd-lrs,3,"DD write, 10MB over 1000 files",0.00199999999999889,0.00499999999999989,2.37600000000003,2
managed-disk-local-storage-premium-ssd-lrs,3,"DD write, 10MB over 1000 files",1.813,2.506,2.90499999999997,4
managed-disk-local-storage-premium-ssd-lrs,3,"DD write, 10MB over 1000 files",6.348,9.046,5.392,8
managed-disk-local-storage-premium-ssd-lrs,3,"DD write, 10MB over 1000 files",12.766,18.727,10.981,16
managed-disk-local-storage-premium-ssd-lrs,3,"DD read, 10MB over 1000 files",0.911999999999999,1.00800000000001,2.03199999999998,2
managed-disk-local-storage-premium-ssd-lrs,3,"DD read, 10MB over 1000 files",2.549,3.78,2.29500000000002,4
managed-disk-local-storage-premium-ssd-lrs,3,"DD read, 10MB over 1000 files",6.764,10.654,3.298,8
managed-disk-local-storage-premium-ssd-lrs,3,"DD read, 10MB over 1000 files",15.459,23.291,6.15899999999999,16
managed-disk-local-storage-premium-ssd-lrs,3,"FST random reads, 100MB over 10*10MB reads",0.385000000000002,0.0529999999999999,0.0600000000000023,NA
managed-disk-local-storage-premium-ssd-lrs,3,"FST random reads, 100MB over 100*1MB reads",0.431999999999999,0.0390000000000001,0.0649999999999977,NA
managed-disk-local-storage-premium-ssd-lrs,3,"FST random reads, 100MB over 1000*100KB reads",0.233000000000001,0.0580000000000003,0.158999999999992,NA
managed-disk-local-storage-premium-ssd-lrs,3,"FST random reads, 100MB over 10000*10KB reads",0.341000000000001,0.192,0.638000000000034,NA
managed-disk-local-storage-premium-ssd-lrs,3,Read 14 days of CRAN logs with fread,60.838,2.433,33.489,NA
managed-disk-local-storage-premium-ssd-lrs,3,Sample 5000 rows from each of 14 CRAN logs with vroom,23.581,4.45100000000001,15.572,NA
netapp-premium,1,task,user,system,elapsed,parallelism
netapp-premium,1,Install MASS,6.881,3.225,10.517,NA
netapp-premium,1,Install lattice,8.44,3.194,10.252,NA
netapp-premium,1,Install BH,9.381,5.336,59.791,NA
netapp-premium,1,"Write CSV, 10KB",0.00099999999999989,0,0.00699999999999079,NA
netapp-premium,1,"Write CSV, 1MB",0.00600000000000023,0.00099999999999989,0.0120000000000005,NA
